feedback_id,customer_id,date_submitted,feedback_text,satisfaction_score,issue_type,resolved,Resolved_bool,satisfaction_bool
fdbk101030,cust105909,09-11-2024,Strategy ground half tax tonight draw.,4,transaction,TRUE,1,2
fdbk101031,cust105579,02-05-2025,Visit break culture because music hand push much.,4,transaction,TRUE,1,2
fdbk101032,cust105903,27-08-2022,Economy when skin theory.,4,transaction,TRUE,1,2
fdbk101033,cust106115,25-01-2025,Open Republican person factor where example yet south police yes.,5,transaction,TRUE,1,2
fdbk101034,cust108610,02-11-2023,Stand position personal hear population surface about.,1,transaction,TRUE,1,2
fdbk101035,cust105193,18-04-2025,Season hundred charge government get level dinner car bag.,5,transaction,TRUE,1,2
fdbk101036,cust100308,23-03-2024,People between expect modern wide.,4,transaction,TRUE,1,2
fdbk101037,cust103865,22-10-2024,Blood reflect car thus cell worry morning consider detail.,5,fraud,TRUE,1,1
fdbk101038,cust107275,23-05-2025,In seek leg glass president.,5,app_usability,TRUE,1,3
fdbk101039,cust104356,16-02-2025,Check kind plant including career man.,3,transaction,TRUE,1,2
fdbk101040,cust106127,25-04-2025,Responsibility kid anyone save call foot technology media especially ago.,5,transaction,TRUE,1,2
fdbk101041,cust108475,22-11-2022,Program set key lead.,2,other,TRUE,1,4
fdbk101042,cust106599,18-11-2023,Election career knowledge offer water camera learn.,4,fraud,FALSE,0,1
fdbk101043,cust101968,07-01-2024,Matter company save law data radio candidate.,5,app_usability,TRUE,1,3
fdbk101044,cust101757,28-11-2023,Bring together determine natural today surface occur.,5,other,TRUE,1,4
fdbk101045,cust103140,30-06-2025,Time society pull alone perform.,3,transaction,TRUE,1,2
fdbk101046,cust103001,31-03-2024,Finally fear we because let every chance specific yes.,4,app_usability,TRUE,1,3
fdbk101047,cust101592,09-12-2024,Game wrong fine leave could service push color information help.,5,transaction,TRUE,1,2
fdbk101048,cust104183,28-10-2024,Year authority part line political reason whether research.,4,fraud,TRUE,1,1
fdbk101049,cust107682,29-12-2024,Strategy third data know question off sense.,5,transaction,TRUE,1,2
fdbk101050,cust108739,01-04-2022,Garden agreement read floor maybe election spring.,2,transaction,TRUE,1,2
fdbk101051,cust103955,05-08-2021,Civil spend push deal huge gas foot material.,4,fraud,TRUE,1,1
fdbk101052,cust108347,08-10-2023,Really either blue bad deal animal.,4,fraud,FALSE,0,1
fdbk101053,cust107389,14-11-2022,Writer agree common song land dinner play walk forward million.,4,transaction,TRUE,1,2
fdbk101054,cust104718,12-02-2025,Former buy leave tax window work young billion.,4,transaction,TRUE,1,2
fdbk101055,cust105087,23-04-2025,Matter media avoid travel Mrs man reflect tend reason employee.,2,app_usability,TRUE,1,3
fdbk101056,cust107595,12-03-2025,Daughter fund our local draw bag only.,4,app_usability,TRUE,1,3
fdbk101057,cust108788,24-06-2025,Again memory education smile also total company couple.,3,transaction,TRUE,1,2
fdbk101058,cust104804,12-10-2022,Enjoy despite why all market send.,5,other,TRUE,1,4
fdbk101059,cust100361,03-09-2023,Since clearly special board report.,2,fraud,TRUE,1,1
fdbk101060,cust107810,08-12-2020,Ok plan condition building trouble hit player growth product.,5,fraud,TRUE,1,1
fdbk101061,cust106246,06-04-2025,Little unit agreement democratic board heart information.,5,fraud,TRUE,1,1
fdbk101062,cust101814,23-02-2023,Deal result market field industry TV.,4,other,TRUE,1,4
fdbk101063,cust100179,11-01-2022,Member live under general consumer eat break arrive decision television.,2,transaction,TRUE,1,2
fdbk101064,cust100459,26-02-2025,View down ago attention group officer.,3,transaction,TRUE,1,2
fdbk101065,cust102985,31-10-2024,Theory report before American allow simply face eye even pick.,2,transaction,FALSE,0,2
fdbk101066,cust104729,27-04-2025,Daughter maintain now various.,4,transaction,TRUE,1,2
fdbk101067,cust101845,31-05-2025,Cover difference way election participant.,4,other,TRUE,1,4
fdbk101068,cust105845,18-08-2024,Management exactly turn wall hand possible myself.,4,transaction,TRUE,1,2
fdbk101069,cust108301,13-02-2025,Majority always nature raise participant style.,1,other,TRUE,1,4
fdbk101070,cust109045,21-06-2022,Thus purpose yeah back heavy talk or.,2,transaction,TRUE,1,2
fdbk101071,cust109602,14-06-2024,Note small yet likely someone tend history provide.,4,other,TRUE,1,4
fdbk101072,cust108986,28-01-2025,Industry nature must nothing nothing since model position call.,2,app_usability,TRUE,1,3
fdbk101073,cust108249,12-05-2023,Bar wear another stock room.,1,transaction,TRUE,1,2
fdbk101074,cust108365,07-07-2025,Spring out spring test entire better time apply summer democratic.,4,transaction,TRUE,1,2
fdbk101075,cust101624,09-07-2025,Voice doctor tell sea age dream shoulder list share.,1,fraud,TRUE,1,1
fdbk101076,cust103616,02-08-2023,Build last soldier gas along information.,5,transaction,TRUE,1,2
fdbk101077,cust101945,18-03-2025,Figure similar huge wait bar scientist.,5,transaction,TRUE,1,2
fdbk101078,cust103415,18-04-2024,Season executive others explain usually theory ability.,3,transaction,TRUE,1,2
fdbk101079,cust109587,12-04-2025,Minute energy than prepare suffer.,5,fraud,TRUE,1,1
fdbk101080,cust109589,14-11-2024,Can material character stay coach.,5,transaction,TRUE,1,2
fdbk101081,cust101345,04-08-2023,Push but girl foreign want middle whatever and responsibility.,4,app_usability,TRUE,1,3
fdbk101082,cust101036,12-07-2025,Top might civil final imagine defense whether nature large key.,4,fraud,TRUE,1,1
fdbk101083,cust103552,05-06-2025,Get recently score enjoy Republican owner writer.,3,transaction,TRUE,1,2
fdbk101084,cust105877,08-02-2025,Upon ever next make development under.,4,app_usability,TRUE,1,3
fdbk101085,cust108452,31-10-2021,Reason game live sing have life attention together paper.,3,app_usability,TRUE,1,3
fdbk101086,cust100311,11-04-2022,Past street fire call enter natural consumer able around.,5,app_usability,TRUE,1,3
fdbk101087,cust100075,18-03-2023,Ten beyond indicate move son.,3,fraud,TRUE,1,1
fdbk101088,cust103364,16-12-2022,Which eat now fine on.,1,fraud,TRUE,1,1
fdbk101089,cust107204,22-03-2024,Significant for recognize total institution dinner ask color low.,5,transaction,TRUE,1,2
fdbk101090,cust106839,10-04-2021,Woman well research nearly tax difficult debate different owner large.,3,app_usability,FALSE,0,3
fdbk101091,cust107274,06-03-2025,Section rock remember agreement daughter must summer use likely son.,3,transaction,TRUE,1,2
fdbk101092,cust105579,24-12-2024,Treat political no than fly.,4,transaction,TRUE,1,2
fdbk101093,cust100135,18-06-2024,Board environmental she professor more over push.,4,transaction,TRUE,1,2
fdbk101094,cust101766,21-04-2025,Nation news any yard ok window.,5,transaction,TRUE,1,2
fdbk101095,cust108378,24-12-2024,Paper Mr off baby card into.,2,transaction,TRUE,1,2
fdbk101096,cust109838,04-07-2025,Maintain general with what stay measure short station property.,5,transaction,FALSE,0,2
fdbk101097,cust101899,17-08-2023,Become maybe hotel few woman attention city.,3,transaction,TRUE,1,2
fdbk101098,cust108775,10-11-2022,Need way particularly sea from.,4,other,TRUE,1,4
fdbk101099,cust100115,25-02-2025,Positive religious decision role behind window note half.,1,transaction,FALSE,0,2
fdbk101100,cust102503,07-02-2025,Black security make process imagine center medical.,3,transaction,TRUE,1,2
fdbk101101,cust104958,05-03-2024,Responsibility general company look culture someone base.,5,transaction,TRUE,1,2
fdbk101102,cust105148,26-05-2025,Statement rock accept top door.,3,transaction,TRUE,1,2
fdbk101103,cust109969,06-03-2025,Ball similar family try four view.,5,transaction,TRUE,1,2
fdbk101104,cust102158,21-09-2023,Media product century budget sure state particularly successful low.,5,other,TRUE,1,4
fdbk101105,cust109233,24-02-2023,Be others others high wear challenge Congress.,5,transaction,TRUE,1,2
fdbk101106,cust101853,04-07-2025,Task wear name next shoulder everything.,1,transaction,TRUE,1,2
fdbk101107,cust104144,21-01-2022,Major son forward think alone eat process happen.,2,transaction,TRUE,1,2
fdbk101108,cust106837,11-01-2025,Study school government debate board whom cold none official though future.,4,app_usability,TRUE,1,3
fdbk101109,cust105218,01-08-2023,Become treatment score wall treatment military once large response look nature.,5,transaction,TRUE,1,2
fdbk101110,cust109973,24-03-2025,Training last at evening girl.,2,fraud,TRUE,1,1
fdbk101111,cust103892,16-10-2024,Station a appear onto drive special give technology too together.,4,transaction,TRUE,1,2
fdbk101112,cust108734,19-01-2025,Reflect owner despite daughter water.,4,transaction,TRUE,1,2
fdbk101113,cust100793,01-03-2024,Animal option approach six on story actually ball policy new.,4,transaction,TRUE,1,2
fdbk101114,cust107663,21-12-2024,Natural one individual north fine language lot.,3,app_usability,TRUE,1,3
fdbk101115,cust101481,12-06-2023,Data not option see benefit.,3,transaction,TRUE,1,2
fdbk101116,cust103487,05-01-2022,Heart speak job even sea under.,4,transaction,TRUE,1,2
fdbk101117,cust103086,03-08-2025,Until edge movie quality success.,2,transaction,TRUE,1,2
fdbk101118,cust108838,17-12-2023,Seven dog week body laugh situation end.,5,fraud,TRUE,1,1
fdbk101119,cust103677,29-11-2024,Serve body impact parent president compare trade imagine knowledge.,4,transaction,TRUE,1,2
fdbk101120,cust108202,02-06-2024,Left then again yard box management.,4,transaction,TRUE,1,2
fdbk101121,cust101256,21-01-2024,Sport get economy program he.,4,fraud,TRUE,1,1
fdbk101122,cust108864,07-03-2023,Second increase picture born record move.,3,other,TRUE,1,4
fdbk101123,cust108118,20-12-2024,On country compare recent guess house beat ago measure later.,4,fraud,TRUE,1,1
fdbk101124,cust108902,28-07-2025,Person Mrs something agreement get economic.,3,transaction,FALSE,0,2
fdbk101125,cust100100,26-04-2021,From nation all great read significant each but.,2,fraud,TRUE,1,1
fdbk101126,cust102280,19-12-2024,Organization set idea top.,3,transaction,FALSE,0,2
fdbk101127,cust106639,15-07-2022,Author space both road bar movie.,4,transaction,TRUE,1,2
fdbk101128,cust109234,15-03-2024,Dog TV way wait many strong improve look.,3,app_usability,TRUE,1,3
fdbk101129,cust102401,19-06-2024,Bad skill step team threat scene.,5,fraud,TRUE,1,1
fdbk101130,cust106088,15-05-2025,City structure trip pay spring available maintain doctor.,4,transaction,TRUE,1,2
fdbk101131,cust102802,11-02-2023,Score tax strong culture senior could.,5,transaction,TRUE,1,2
fdbk101132,cust105447,27-04-2025,Despite girl account yard allow determine camera class hand shoulder.,5,transaction,TRUE,1,2
fdbk101133,cust106106,21-04-2025,Race candidate just test state time easy eight new dog.,4,app_usability,TRUE,1,3
fdbk101134,cust104997,22-01-2023,Kitchen wait billion college employee we western.,3,app_usability,TRUE,1,3
fdbk101135,cust104358,14-01-2023,Drop its director meet including often provide national air risk.,3,transaction,TRUE,1,2
fdbk101136,cust107456,16-09-2024,Board throw create reduce her to safe.,4,transaction,TRUE,1,2
fdbk101137,cust108205,12-06-2025,Include rate later through occur television field couple third.,1,transaction,TRUE,1,2
fdbk101138,cust100491,30-07-2025,Bed nearly along process mother million.,5,other,TRUE,1,4
fdbk101139,cust108023,05-07-2025,Court nearly everything man art mention I.,4,transaction,FALSE,0,2
fdbk101140,cust105038,21-04-2025,Treat perhaps wish beyond season accept little two certain.,4,transaction,TRUE,1,2
fdbk101141,cust108336,23-07-2024,Success citizen action wide respond understand seven bad respond.,4,fraud,TRUE,1,1
fdbk101142,cust107468,01-08-2021,Save enter five after board scientist important since result take.,3,fraud,FALSE,0,1
fdbk101143,cust103486,26-01-2025,Per check pattern plan particular improve.,4,transaction,TRUE,1,2
fdbk101144,cust104858,12-10-2024,Size subject interest moment all.,5,transaction,TRUE,1,2
fdbk101145,cust106671,13-04-2024,Security hot level social table country.,4,fraud,TRUE,1,1
fdbk101146,cust103929,02-04-2023,Notice question ever how leg knowledge bad charge sell need.,2,fraud,TRUE,1,1
fdbk101147,cust108971,31-01-2022,Wear foreign son it plan.,3,other,TRUE,1,4
fdbk101148,cust101631,20-10-2021,News can the bill thus gun land itself.,5,transaction,TRUE,1,2
fdbk101149,cust103464,04-04-2025,Skin south religious gas.,5,app_usability,TRUE,1,3
fdbk101150,cust103817,23-03-2024,Us open accept wife daughter already then.,3,transaction,TRUE,1,2
fdbk101151,cust103253,26-11-2024,Respond money happy black without later another cost break American.,3,other,TRUE,1,4
fdbk101152,cust102032,30-08-2023,Me series white fine drug forward responsibility.,5,other,TRUE,1,4
fdbk101153,cust101037,06-06-2022,Firm alone word mention husband attorney some.,3,transaction,FALSE,0,2
fdbk101154,cust101565,03-05-2025,Poor maybe get could especially mouth staff itself day prepare.,3,transaction,TRUE,1,2
fdbk101155,cust109813,29-12-2024,Ahead decide charge early great.,4,transaction,TRUE,1,2
fdbk101156,cust103199,25-04-2021,Measure eye president stuff road us.,5,transaction,TRUE,1,2
fdbk101157,cust106078,26-12-2024,Series thing wear plan throughout star.,4,transaction,TRUE,1,2
fdbk101158,cust103837,22-04-2025,Relationship career role pass magazine weight this recognize another.,5,transaction,TRUE,1,2
fdbk101159,cust105810,04-10-2024,Energy top staff building well pick form.,4,transaction,TRUE,1,2
fdbk101160,cust103026,22-07-2025,Church during also collection before right really feeling clear style.,2,fraud,TRUE,1,1
fdbk101161,cust107170,04-05-2025,Watch college indeed end rise.,4,fraud,FALSE,0,1
fdbk101162,cust108882,17-09-2024,Million hot name cause actually.,4,fraud,TRUE,1,1
fdbk101163,cust105884,15-06-2024,Political couple in medical star.,4,app_usability,TRUE,1,3
fdbk101164,cust107888,17-06-2025,Test civil area couple necessary yourself else meet two state.,2,other,TRUE,1,4
fdbk101165,cust101291,05-08-2025,Fear should generation more talk north respond.,4,transaction,TRUE,1,2
fdbk101166,cust106114,09-06-2023,Whatever visit reveal seek well their.,3,fraud,TRUE,1,1
fdbk101167,cust106041,18-05-2024,Strong manage ask future finally born commercial term raise card crime.,5,transaction,TRUE,1,2
fdbk101168,cust100443,22-06-2025,Relate section paper car health not down role eight series.,5,transaction,TRUE,1,2
fdbk101169,cust104346,06-06-2025,Memory Mrs ever cause hit describe.,5,transaction,TRUE,1,2
fdbk101170,cust108466,14-09-2023,Certainly color article every develop.,4,transaction,TRUE,1,2
fdbk101171,cust104830,26-12-2023,Difference week heavy third account product experience argue.,5,transaction,TRUE,1,2
fdbk101172,cust101367,25-03-2025,Mrs shoulder couple each his model.,2,fraud,TRUE,1,1
fdbk101173,cust100057,19-03-2024,Represent to any fight must mouth teach test rule.,5,app_usability,TRUE,1,3
fdbk101174,cust107474,15-04-2025,Suggest inside although page fire.,2,transaction,TRUE,1,2
fdbk101175,cust108971,03-03-2022,Or talk series popular need movie whose far way father.,1,transaction,TRUE,1,2
fdbk101176,cust107601,17-01-2025,Film phone president throw individual.,5,transaction,TRUE,1,2
